price,bath,beds,lat,long
1506,2,3,43.0723096458,-89.4563672753
750,1,3,43.073012,-89.3986815
1189,2,2,43.081133,-89.37541925
1281,2,2,43.0723096458,-89.4563672753
1368,1,2,43.073012,-89.3986815
1144,2.5,2,43.0316508158,-89.4992138074
1800,1.5,3,43.074761,-89.3837613
1500,2.5,3,43.0349239,-89.5259244
1572,2.5,2,43.0054978,-89.512395
610,1,1,43.053092,-89.3990159
825,1,2,43.0024346,-89.4234537
736,1,1,43.074761,-89.3837613
688,1,1,43.1220073,-89.3632797477
900,1,1,43.0907992,-89.3673435
525,1,0,43.073012,-89.3986815
1153,2,2,43.074761,-89.3837613
1457,2,2,42.9905492,-89.5335575
1200,2,3,43.0689133445,-89.4318481426
1050,2,2,43.074761,-89.3837613
1000,1,2,43.141736,-89.3056709
1400,2.5,3,43.074761,-89.3837613
1400,2,3,43.074761,-89.3837613
1400,2,4,43.074761,-89.3837613
1400,1.5,3,43.074761,-89.3837613
1000,1,2,43.074761,-89.3837613
1250,2,2,43.062092,-89.489322
792,1,1,43.0024346,-89.4234537
1160,2,3,43.0024346,-89.4234537
776,1,1,43.0703317143,-89.3924874286
1100,1,2,43.0722816,-89.3910037
1250,1,2,43.080041,-89.380854
787,1,1,43.1055762,-89.5089287
1168,2,2,43.1055762,-89.5089287
800,1,2,43.1252319578,-89.3661547332
1250,1,2,43.080041,-89.380854
1650,2,4,43.070246,-89.3910068333
2690,2,3,43.0625965,-89.4040348
1350,1.5,2,43.140864,-89.3067619
960,1,2,43.074761,-89.3837613
1246,2,2,43.0024346,-89.4234537
720,1,1,43.0024346,-89.4234537
917,1,2,43.0024346,-89.4234537
900,1,2,43.0322862467,-89.4247691378
950,1,2,43.0395422347,-89.4551564845
906,1,2,43.1067609,-89.3353921
860,1,2,43.1055762,-89.5089287
1093,2,2,43.074761,-89.3837613
530,1,1,43.0681021,-89.3879091
941,1,1,43.0687339184,-89.3904476122
1040,1,2,43.07571975,-89.4694812938
1129,2,2,43.093538186,-89.3497858573
1333,2,2,43.0705936019,-89.3857077164
1305,2,2,43.0705936019,-89.3857077164
800,1,2,43.1055762,-89.5089287
1000,1,2,43.074761,-89.3837613
1093,2,2,43.074761,-89.3837613
1001,1,2,43.0664088,-89.3923806235
599,1,2,43.0865627228,-89.3712329506
900,1,1,43.1423406804,-89.3029055031
750,1,1,43.073012,-89.3986815
920,1,2,43.1390539,-89.3656509
1762,2,2,43.0024346,-89.4234537
610,1,1,43.053092,-89.3990159
1500,2,3,42.997593,-89.4417309
1138,2,2,43.0876484,-89.2824732
1398,2.5,2,43.088482,-89.4839338
1400,2,3,43.1350795,-89.3715858
1215,2,3,43.1350795,-89.3715858
665,1,1,43.1350795,-89.3715858
1093,2,2,43.074761,-89.3837613
1188,2,2,43.1055762,-89.5089287
833,1,1,43.073012,-89.3986815
900,1,2,43.074761,-89.3837613
875,1,2,43.074761,-89.3837613
740,1,1,43.0024346,-89.4234537
833,1,1,43.074761,-89.3837613
550,1,1,43.1055762,-89.5089287
925,1,2,43.074761,-89.3837613
950,1,2,43.0981276939,-89.4992644286
864,1,1,43.0727117,-89.3802993958
1150,1.5,2,43.0281260423,-89.4163438098
1000,1,3,43.104241,-89.3163949
1000,2,2,43.0759253,-89.5075438
1747,2,3,43.0501087572,-89.4695047409
650,1,1,43.07585,-89.392138
1220,2,2,43.0501085722,-89.4692833997
1885,1.5,3,43.1055762,-89.5089287
1582,1.5,3,43.140864,-89.3067619
1473,1.5,2,43.074761,-89.3837613
1000,2,2,43.13718385,-89.3370334443
1250,1,2,43.0582808465,-89.4006102135
1060,2,2,43.07571975,-89.4694812938
1255,1.5,3,43.0664088,-89.3923806235
860,1,2,43.1055762,-89.5089287
1093,2,2,43.074761,-89.3837613
1144,1.5,2,43.0814838,-89.4675238608
1400,2.5,2,43.02934495,-89.2875719178
875,1,2,43.074761,-89.3837613
1040,2,2,43.104241,-89.3163949
825,1,2,43.074761,-89.3837613
1250,1.5,3,43.069044,-89.4597919
1250,1.5,3,43.069044,-89.4597919
1500,2,3,43.1890937,-89.4493606358
1093,2,2,43.074761,-89.3837613
1051,2,2,43.0910843189,-89.2817598234
749,1,1,43.0910843189,-89.2817598234
900,1,2,43.0560714,-89.5075943772
900,1,2,43.129771,-89.3082469
625,1,1,43.0024346,-89.4234537
795,1,1,43.073012,-89.3986815
850,1,1,43.074761,-89.3837613
1600,1,2,43.13415,-89.3156379
840,2,2,43.0024346,-89.4234537
1093,2,2,43.074761,-89.3837613
1088,1,3,43.1055762,-89.5089287
688,1,1,43.1220073,-89.3632797477
900,1,2,43.1288505,-89.3718224558
1550,2,2,43.1055762,-89.5089287
962,1,1,43.074761,-89.3837613
952,1,2,43.074761,-89.3837613
1050,2,2,43.1350795,-89.3715858
860,1,2,43.1055762,-89.5089287
875,1,2,43.074761,-89.3837613
850,1,2,43.074761,-89.3837613
900,1,2,43.1288505,-89.3718224558
950,1,2,43.074761,-89.3837613
900,1,2,43.074761,-89.3837613
850,1,1,43.0125177681,-89.4999124067
850,1,1,43.0125177681,-89.4999124067
850,1,1,43.0814838,-89.4675238608
1000,2,2,43.0814838,-89.4675238608
1129,2,2,43.093538186,-89.3497858573
860,1,2,43.1055762,-89.5089287
812,1,1,43.02934495,-89.2875719178
900,1,2,43.1288505,-89.3718224558
1060,2,2,43.0731452353,-89.397938
1250,2,2,43.074761,-89.3837613
941,1,1,43.0687339184,-89.3904476122
1125,2,2,43.0024346,-89.4234537
800,1,1,43.0439936586,-89.404067
1240,2,2,43.074761,-89.3837613
